ad_id,campaign_id,listing_id,listing_source,product_area,ad_type,impressions,clicks,revenue,event_date,campaign_metadata
46783,CMP-04679,39612,marketplace,Marketplace,Highlight,736,14,21.83,2026-04-28,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 500, ""target_audience"": ""All Ages"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46784,CMP-04679,11626,motors,Motors,Banner,9605,188,397.8,2024-09-22,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 2000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
46785,CMP-04679,10248,jobs,Jobs,Featured,286,4,4.54,2025-07-23,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 20000, ""target_audience"": ""55+"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46786,CMP-04679,11382,jobs,Jobs,Highlight,613,28,37.24,2024-10-16,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 1000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
46787,CMP-04679,17854,motors,Motors,Banner,6508,85,184.52,2024-12-13,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 2000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
46788,CMP-04679,21778,marketplace,Marketplace,Featured,1679,118,185.88,2026-04-08,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
46789,CMP-04679,4233,property,Property,Featured,1983,140,417.89,2026-04-16,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
46790,CMP-04679,14829,jobs,Jobs,Gallery,938,38,85.79,2023-11-11,"{""advertiser_name"": ""Hudson"", ""budget_nzd"": 2000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
46791,CMP-04680,27611,marketplace,Marketplace,Gallery,358,17,23.27,2025-05-16,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 500, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
46792,CMP-04680,12657,motors,Motors,Featured,1126,54,136.19,2023-08-01,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 20000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46793,CMP-04680,13912,motors,Motors,Featured,1123,47,154.06,2024-06-13,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 2000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
46794,CMP-04680,39966,marketplace,Marketplace,Banner,3660,176,409.22,2024-06-18,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 50000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
46795,CMP-04680,14193,property,Property,Banner,7539,368,1223.83,2024-10-21,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 2000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
46796,CMP-04680,2860,property,Property,Gallery,95,3,1.75,2025-03-20,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 50000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
46797,CMP-04680,14835,motors,Motors,Gallery,598,8,7.28,2025-08-29,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 10000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
46798,CMP-04680,26942,marketplace,Marketplace,Banner,1964,75,144.56,2024-11-30,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 500, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46799,CMP-04680,43275,marketplace,Marketplace,Banner,6406,172,386.14,2024-06-14,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 20000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
46800,CMP-04680,12261,property,Property,Banner,3766,56,127.19,2025-10-17,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 2000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
46801,CMP-04681,28118,marketplace,Marketplace,Featured,1293,80,127.9,2023-11-14,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
46802,CMP-04681,12620,motors,Motors,Highlight,317,7,11.22,2024-11-13,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 500, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
46803,CMP-04681,3147,property,Property,Featured,1100,20,85.7,2023-08-15,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
46804,CMP-04681,17012,motors,Motors,Gallery,74,2,1.45,2023-09-24,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 10000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
46805,CMP-04681,44514,marketplace,Marketplace,Featured,952,21,36.26,2026-04-14,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 10000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
46806,CMP-04681,41254,marketplace,Marketplace,Sponsored,3312,122,148.19,2025-12-17,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 2000, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46807,CMP-04681,14434,motors,Motors,Highlight,496,7,20.75,2024-06-15,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 2000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
46808,CMP-04681,39507,marketplace,Marketplace,Gallery,530,13,30.63,2023-10-31,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 1000, ""target_audience"": ""35-45"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
46809,CMP-04681,39057,marketplace,Marketplace,Sponsored,4510,130,232.03,2024-04-26,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 2000, ""target_audience"": ""55+"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
46810,CMP-04681,8154,motors,Motors,Banner,3915,42,157.13,2026-02-18,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
46811,CMP-04682,8405,jobs,Jobs,Banner,3417,66,82.25,2026-01-16,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
46812,CMP-04682,27137,marketplace,Marketplace,Banner,4144,73,24.97,2023-10-30,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 1000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
46813,CMP-04682,1648,property,Property,Gallery,369,14,31.76,2025-06-03,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 50000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
46814,CMP-04682,9143,property,Property,Featured,1048,42,131.67,2024-11-09,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 50000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
46815,CMP-04682,28999,marketplace,Marketplace,Highlight,630,12,24.41,2023-12-04,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
46816,CMP-04682,212,property,Property,Featured,602,35,125.32,2025-03-05,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
46817,CMP-04682,8505,property,Property,Banner,5255,64,165.58,2024-03-10,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46818,CMP-04682,1622,property,Property,Featured,1384,93,66.17,2024-11-10,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 500, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
46819,CMP-04682,18908,motors,Motors,Gallery,843,39,64.72,2026-08-22,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 10000, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
46820,CMP-04682,13080,jobs,Jobs,Banner,9745,222,299.03,2025-12-20,"{""advertiser_name"": ""Hays Recruitment"", ""budget_nzd"": 5000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
46821,CMP-04683,12521,marketplace,Marketplace,Gallery,887,31,70.29,2026-02-04,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 20000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
46822,CMP-04683,12005,property,Property,Gallery,717,23,19.13,2024-12-18,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 500, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
46823,CMP-04683,11181,marketplace,Marketplace,Featured,647,39,15.4,2023-10-08,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 50000, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
46824,CMP-04683,6490,property,Property,Gallery,91,1,3.11,2023-10-29,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 20000, ""target_audience"": ""55+"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
46825,CMP-04683,19636,motors,Motors,Highlight,405,9,33.0,2024-01-08,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 500, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
46826,CMP-04683,12124,jobs,Jobs,Featured,670,34,16.57,2024-02-20,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 20000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46827,CMP-04683,1430,marketplace,Marketplace,Featured,1608,41,94.3,2024-05-21,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46828,CMP-04683,8465,jobs,Jobs,Highlight,524,7,15.56,2024-01-23,"{""advertiser_name"": ""Hays Recruitment"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
46829,CMP-04683,14162,jobs,Jobs,Gallery,901,34,46.76,2026-01-08,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 10000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46830,CMP-04683,12661,motors,Motors,Banner,690,33,70.37,2024-05-24,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46831,CMP-04684,2370,property,Property,Gallery,502,15,63.74,2026-05-24,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 2000, ""target_audience"": ""35-45"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46832,CMP-04684,44745,marketplace,Marketplace,Banner,7917,349,435.98,2025-12-23,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46833,CMP-04684,49651,marketplace,Marketplace,Highlight,983,28,46.78,2026-05-31,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 10000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
46834,CMP-04684,38183,marketplace,Marketplace,Featured,892,50,115.85,2026-04-09,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 10000, ""target_audience"": ""All Ages"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
46835,CMP-04684,10004,marketplace,Marketplace,Featured,1730,27,54.41,2025-04-16,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 50000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
46836,CMP-04684,2940,property,Property,Featured,1292,31,134.28,2025-10-30,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 10000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
46837,CMP-04684,11417,property,Property,Banner,9405,119,108.17,2024-06-05,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 2000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46838,CMP-04684,7001,jobs,Jobs,Highlight,682,20,34.66,2025-08-03,"{""advertiser_name"": ""Robert Half"", ""budget_nzd"": 2000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
46839,CMP-04684,11113,marketplace,Marketplace,Gallery,447,13,15.12,2026-05-19,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46840,CMP-04684,12939,jobs,Jobs,Featured,1560,43,59.36,2025-10-21,"{""advertiser_name"": ""Hudson"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
46841,CMP-04685,19350,motors,Motors,Featured,1198,21,22.52,2026-03-11,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 10000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
46842,CMP-04685,8823,marketplace,Marketplace,Banner,9065,320,567.24,2023-09-25,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 20000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
46843,CMP-04685,23161,marketplace,Marketplace,Highlight,570,21,10.3,2025-04-29,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
46844,CMP-04685,5923,property,Property,Featured,247,6,6.37,2025-01-17,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 1000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
46845,CMP-04685,4553,marketplace,Marketplace,Featured,744,22,23.84,2023-09-26,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 20000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
46846,CMP-04685,34633,marketplace,Marketplace,Highlight,669,31,34.72,2023-08-07,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 500, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
46847,CMP-04685,15371,motors,Motors,Banner,3045,94,53.15,2024-04-19,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
46848,CMP-04685,898,motors,Motors,Highlight,143,2,1.05,2024-02-28,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46849,CMP-04685,6363,jobs,Jobs,Sponsored,4075,126,205.3,2023-08-20,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 10000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
46850,CMP-04685,13224,property,Property,Gallery,428,12,24.83,2023-09-08,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 20000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
46851,CMP-04686,6064,jobs,Jobs,Gallery,488,5,7.8,2026-06-23,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46852,CMP-04686,34343,marketplace,Marketplace,Banner,5381,172,373.49,2024-03-10,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
46853,CMP-04686,18512,marketplace,Marketplace,Gallery,828,35,10.96,2024-03-22,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 1000, ""target_audience"": ""35-45"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
46854,CMP-04686,8653,motors,Motors,Sponsored,914,36,113.71,2025-08-19,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
46855,CMP-04686,7249,motors,Motors,Highlight,767,17,19.99,2024-08-18,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
46856,CMP-04686,3865,property,Property,Featured,898,35,48.87,2024-10-02,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 2000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
46857,CMP-04686,26259,marketplace,Marketplace,Banner,1617,48,49.56,2026-08-11,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 500, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
46858,CMP-04686,39867,marketplace,Marketplace,Banner,9889,369,677.37,2024-02-25,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 500, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
46859,CMP-04686,3982,jobs,Jobs,Highlight,353,3,5.51,2025-05-13,"{""advertiser_name"": ""Robert Half"", ""budget_nzd"": 20000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
46860,CMP-04686,14343,jobs,Jobs,Gallery,441,17,33.04,2024-11-23,"{""advertiser_name"": ""Hudson"", ""budget_nzd"": 2000, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
46861,CMP-04687,16946,marketplace,Marketplace,Gallery,905,10,12.94,2026-02-16,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 1000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
46862,CMP-04687,31779,marketplace,Marketplace,Featured,1487,107,131.35,2024-08-30,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 10000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46863,CMP-04687,35098,marketplace,Marketplace,Sponsored,2939,52,15.32,2023-11-18,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 10000, ""target_audience"": ""55+"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
